RUBRO;MOC_ZONAS_ID;AÑO;CUATRIMESTRE;NIVEL
TRATAMIENTOS ESTETICOS;115;2016;1;1
VETERINARIA;115;2016;1;1
BARES Y CAFES;114;2016;3;1
COMIDA AL PASO;114;2016;2;1
COMIDA AL PASO;114;2016;3;1
FIAMBRERIAS Y DIETETICAS;114;2016;2;1
FIAMBRERIAS Y DIETETICAS;114;2016;3;1
INDUMENTARIA;114;2016;1;1
INDUMENTARIA;114;2016;2;1
INDUMENTARIA;114;2016;3;1
INSUMOS PARA EL HOGAR;114;2016;1;1
KIOSCOS Y LOTERIAS;114;2016;2;1
KIOSCOS Y LOTERIAS;114;2016;3;1
MUSICA Y LIBRERIA;114;2016;3;1
OPTICA Y JOYERIAS;114;2016;1;1
OPTICA Y JOYERIAS;114;2016;2;1
OPTICA Y JOYERIAS;114;2016;3;1
RESTAURANTES;114;2016;3;1
SALUD Y COSMETICA;114;2016;1;1
SALUD Y COSMETICA;114;2016;2;1
SALUD Y COSMETICA;114;2016;3;1
SUPERMERCADOS Y ALMACENES;114;2016;1;1
SUPERMERCADOS Y ALMACENES;114;2016;2;1
SUPERMERCADOS Y ALMACENES;114;2016;3;1
TRATAMIENTOS ESTETICOS;114;2016;1;1
TRATAMIENTOS ESTETICOS;114;2016;2;1
BARES Y CAFES;113;2016;1;1
CARNES Y VERDURAS;113;2016;1;1
CARNES Y VERDURAS;113;2016;3;1
COMIDA AL PASO;113;2016;2;1
FERRETERIA Y CONSTRUCCION;113;2016;1;1
FERRETERIA Y CONSTRUCCION;113;2016;2;1
FERRETERIA Y CONSTRUCCION;113;2016;3;1
INDUMENTARIA;113;2016;1;1
INDUMENTARIA;113;2016;2;2
INSTITUCIONES DEPORTIVAS;113;2016;3;1
KIOSCOS Y LOTERIAS;113;2016;2;1
OPTICA Y JOYERIAS;113;2016;1;1
OPTICA Y JOYERIAS;113;2016;2;1
SALUD Y COSMETICA;113;2016;1;1
SUPERMERCADOS Y ALMACENES;113;2016;1;1
SUPERMERCADOS Y ALMACENES;113;2016;2;1
TRATAMIENTOS ESTETICOS;113;2016;3;1
COMIDA AL PASO;112;2016;1;1
COMIDA AL PASO;112;2016;2;1
FERRETERIA Y CONSTRUCCION;112;2016;1;1
FERRETERIA Y CONSTRUCCION;112;2016;2;1
FERRETERIA Y CONSTRUCCION;112;2016;3;1
INDUMENTARIA;112;2016;1;2
INDUMENTARIA;112;2016;2;1
INDUMENTARIA;112;2016;3;1
INSTITUCIONES DEPORTIVAS;112;2016;2;1
INSUMOS PARA EL HOGAR;112;2016;1;1
INSUMOS PARA EL HOGAR;112;2016;3;1
KIOSCOS Y LOTERIAS;112;2016;1;1
MUSICA Y LIBRERIA;112;2016;1;1
MUSICA Y LIBRERIA;112;2016;3;1
OPTICA Y JOYERIAS;112;2016;1;1
OPTICA Y JOYERIAS;112;2016;2;1
OPTICA Y JOYERIAS;112;2016;3;1
PANADERIAS;112;2016;1;1
PANADERIAS;112;2016;2;1
SALUD Y COSMETICA;112;2016;1;1
SALUD Y COSMETICA;112;2016;2;1
SALUD Y COSMETICA;112;2016;3;1
SUPERMERCADOS Y ALMACENES;112;2016;1;1
SUPERMERCADOS Y ALMACENES;112;2016;2;1
SUPERMERCADOS Y ALMACENES;112;2016;3;1
TRATAMIENTOS ESTETICOS;112;2016;1;1
TRATAMIENTOS ESTETICOS;112;2016;2;1
VETERINARIA;112;2016;3;1
BARES Y CAFES;111;2016;1;1
BARES Y CAFES;111;2016;3;1
COMIDA AL PASO;111;2016;3;1
FERRETERIA Y CONSTRUCCION;111;2016;2;1
FERRETERIA Y CONSTRUCCION;111;2016;3;1
FIAMBRERIAS Y DIETETICAS;111;2016;1;1
FIAMBRERIAS Y DIETETICAS;111;2016;2;1
FIAMBRERIAS Y DIETETICAS;111;2016;3;1
INDUMENTARIA;111;2016;2;1
INDUMENTARIA;111;2016;3;1
INSTITUCIONES DEPORTIVAS;111;2016;3;1
INSUMOS PARA EL HOGAR;111;2016;1;1
KIOSCOS Y LOTERIAS;111;2016;1;1
KIOSCOS Y LOTERIAS;111;2016;3;1
MUSICA Y LIBRERIA;111;2016;1;1
MUSICA Y LIBRERIA;111;2016;2;1
MUSICA Y LIBRERIA;111;2016;3;1
OPTICA Y JOYERIAS;111;2016;1;1
OPTICA Y JOYERIAS;111;2016;2;1
OPTICA Y JOYERIAS;111;2016;3;1
PANADERIAS;111;2016;1;1
PANADERIAS;111;2016;2;1
PANADERIAS;111;2016;3;1
RESTAURANTES;111;2016;1;1
SALUD Y COSMETICA;111;2016;2;1
SUPERMERCADOS Y ALMACENES;111;2016;2;1
SUPERMERCADOS Y ALMACENES;111;2016;3;1
BARES Y CAFES;110;2016;1;1
BARES Y CAFES;110;2016;3;1
CARNES Y VERDURAS;110;2016;2;1
CARNES Y VERDURAS;110;2016;3;1
FERRETERIA Y CONSTRUCCION;110;2016;1;1
FERRETERIA Y CONSTRUCCION;110;2016;2;1
FIAMBRERIAS Y DIETETICAS;110;2016;1;1
FIAMBRERIAS Y DIETETICAS;110;2016;2;1
INDUMENTARIA;110;2016;1;1
INDUMENTARIA;110;2016;2;1
INDUMENTARIA;110;2016;3;1
INSTITUCIONES DEPORTIVAS;110;2016;2;1
KIOSCOS Y LOTERIAS;110;2016;1;1
KIOSCOS Y LOTERIAS;110;2016;3;1
MUSICA Y LIBRERIA;110;2016;1;1
MUSICA Y LIBRERIA;110;2016;3;1
OPTICA Y JOYERIAS;110;2016;1;1
OPTICA Y JOYERIAS;110;2016;2;1
OPTICA Y JOYERIAS;110;2016;3;1
PANADERIAS;110;2016;1;1
PANADERIAS;110;2016;2;1
RESTAURANTES;110;2016;3;1
SALUD Y COSMETICA;110;2016;1;1
SALUD Y COSMETICA;110;2016;3;1
SUPERMERCADOS Y ALMACENES;110;2016;1;1
SUPERMERCADOS Y ALMACENES;110;2016;2;1
SUPERMERCADOS Y ALMACENES;110;2016;3;1
TRATAMIENTOS ESTETICOS;110;2016;1;1
TRATAMIENTOS ESTETICOS;110;2016;2;1
VETERINARIA;110;2016;2;1
CARNES Y VERDURAS;109;2016;3;1
COMIDA AL PASO;109;2016;2;1
FERRETERIA Y CONSTRUCCION;109;2016;3;1
HELADERIAS;109;2016;2;1
INDUMENTARIA;109;2016;2;1
INSUMOS PARA EL HOGAR;109;2016;2;1
KIOSCOS Y LOTERIAS;109;2016;2;1
MUSICA Y LIBRERIA;109;2016;3;1
SALUD Y COSMETICA;109;2016;1;1
SALUD Y COSMETICA;109;2016;2;1
SUPERMERCADOS Y ALMACENES;109;2016;1;1
TRATAMIENTOS ESTETICOS;109;2016;1;1
BARES Y CAFES;108;2016;2;1
CARNES Y VERDURAS;108;2016;2;1
COMIDA AL PASO;108;2016;3;1
FERRETERIA Y CONSTRUCCION;108;2016;1;1
FIAMBRERIAS Y DIETETICAS;108;2016;2;1
HELADERIAS;108;2016;3;1
INDUMENTARIA;108;2016;1;1
INDUMENTARIA;108;2016;2;1
INDUMENTARIA;108;2016;3;1
INSUMOS PARA EL HOGAR;108;2016;1;1
KIOSCOS Y LOTERIAS;108;2016;2;1
MUSICA Y LIBRERIA;108;2016;1;1
MUSICA Y LIBRERIA;108;2016;2;1
MUSICA Y LIBRERIA;108;2016;3;1
OPTICA Y JOYERIAS;108;2016;2;1
PANADERIAS;108;2016;3;1
SALUD Y COSMETICA;108;2016;1;1
SALUD Y COSMETICA;108;2016;2;1
SUPERMERCADOS Y ALMACENES;108;2016;2;1
SUPERMERCADOS Y ALMACENES;108;2016;3;1
TRATAMIENTOS ESTETICOS;108;2016;1;1
VETERINARIA;108;2016;1;1
CARNES Y VERDURAS;107;2016;1;1
CARNES Y VERDURAS;107;2016;2;1
COMIDA AL PASO;107;2016;1;1
FERRETERIA Y CONSTRUCCION;107;2016;1;1
FERRETERIA Y CONSTRUCCION;107;2016;3;1
FIAMBRERIAS Y DIETETICAS;107;2016;1;1
FIAMBRERIAS Y DIETETICAS;107;2016;2;1
INDUMENTARIA;107;2016;1;1
INDUMENTARIA;107;2016;3;1
INSUMOS PARA EL HOGAR;107;2016;2;1
INSUMOS PARA EL HOGAR;107;2016;3;1
KIOSCOS Y LOTERIAS;107;2016;3;1
MUSICA Y LIBRERIA;107;2016;3;1
OPTICA Y JOYERIAS;107;2016;2;1
OPTICA Y JOYERIAS;107;2016;3;1
RESTAURANTES;107;2016;3;1
SALUD Y COSMETICA;107;2016;2;1
SUPERMERCADOS Y ALMACENES;107;2016;1;1
SUPERMERCADOS Y ALMACENES;107;2016;2;1
VETERINARIA;107;2016;2;1
BARES Y CAFES;106;2016;2;1
BARES Y CAFES;106;2016;3;1
CARNES Y VERDURAS;106;2016;2;1
COMIDA AL PASO;106;2016;1;1
COMIDA AL PASO;106;2016;2;1
COMIDA AL PASO;106;2016;3;1
FERRETERIA Y CONSTRUCCION;106;2016;1;1
FERRETERIA Y CONSTRUCCION;106;2016;3;1
FIAMBRERIAS Y DIETETICAS;106;2016;2;1
FIAMBRERIAS Y DIETETICAS;106;2016;3;1
INDUMENTARIA;106;2016;1;3
INDUMENTARIA;106;2016;2;3
INDUMENTARIA;106;2016;3;2
INSTITUCIONES DEPORTIVAS;106;2016;1;1
INSTITUCIONES DEPORTIVAS;106;2016;2;1
INSTITUCIONES DEPORTIVAS;106;2016;3;1
INSUMOS PARA EL HOGAR;106;2016;1;1
INSUMOS PARA EL HOGAR;106;2016;2;1
KIOSCOS Y LOTERIAS;106;2016;1;1
KIOSCOS Y LOTERIAS;106;2016;2;1
KIOSCOS Y LOTERIAS;106;2016;3;1
MUSICA Y LIBRERIA;106;2016;1;1
MUSICA Y LIBRERIA;106;2016;2;1
MUSICA Y LIBRERIA;106;2016;3;1
OPTICA Y JOYERIAS;106;2016;1;1
OPTICA Y JOYERIAS;106;2016;2;1
OPTICA Y JOYERIAS;106;2016;3;1
PANADERIAS;106;2016;2;1
PANADERIAS;106;2016;3;1
RESTAURANTES;106;2016;3;1
SALUD Y COSMETICA;106;2016;1;2
SALUD Y COSMETICA;106;2016;2;2
SALUD Y COSMETICA;106;2016;3;2
SUPERMERCADOS Y ALMACENES;106;2016;1;1
SUPERMERCADOS Y ALMACENES;106;2016;2;1
SUPERMERCADOS Y ALMACENES;106;2016;3;1
TRATAMIENTOS ESTETICOS;106;2016;1;1
TRATAMIENTOS ESTETICOS;106;2016;3;1
BARES Y CAFES;105;2016;1;1
BARES Y CAFES;105;2016;2;1
BARES Y CAFES;105;2016;3;1
COMIDA AL PASO;105;2016;1;1
COMIDA AL PASO;105;2016;2;1
FERRETERIA Y CONSTRUCCION;105;2016;1;1
INDUMENTARIA;105;2016;1;1
INDUMENTARIA;105;2016;2;1
INDUMENTARIA;105;2016;3;1
KIOSCOS Y LOTERIAS;105;2016;2;1
KIOSCOS Y LOTERIAS;105;2016;3;1
MUSICA Y LIBRERIA;105;2016;1;1
MUSICA Y LIBRERIA;105;2016;2;1
OPTICA Y JOYERIAS;105;2016;1;1
OPTICA Y JOYERIAS;105;2016;2;1
PANADERIAS;105;2016;1;1
RESTAURANTES;105;2016;1;1
RESTAURANTES;105;2016;2;1
SALUD Y COSMETICA;105;2016;1;1
SALUD Y COSMETICA;105;2016;2;1
SALUD Y COSMETICA;105;2016;3;1
SUPERMERCADOS Y ALMACENES;105;2016;2;1
SUPERMERCADOS Y ALMACENES;105;2016;3;1
TRATAMIENTOS ESTETICOS;105;2016;1;1
TRATAMIENTOS ESTETICOS;105;2016;3;1
BARES Y CAFES;104;2016;2;1
COMIDA AL PASO;104;2016;1;1
COMIDA AL PASO;104;2016;2;1
FERRETERIA Y CONSTRUCCION;104;2016;1;1
FERRETERIA Y CONSTRUCCION;104;2016;2;1
FIAMBRERIAS Y DIETETICAS;104;2016;2;1
INDUMENTARIA;104;2016;1;1
INDUMENTARIA;104;2016;2;1
INDUMENTARIA;104;2016;3;1
KIOSCOS Y LOTERIAS;104;2016;1;1
KIOSCOS Y LOTERIAS;104;2016;2;1
KIOSCOS Y LOTERIAS;104;2016;3;1
MUSICA Y LIBRERIA;104;2016;1;1
MUSICA Y LIBRERIA;104;2016;2;1
OPTICA Y JOYERIAS;104;2016;1;1
OPTICA Y JOYERIAS;104;2016;2;1
PANADERIAS;104;2016;2;1
PANADERIAS;104;2016;3;1
RESTAURANTES;104;2016;1;1
RESTAURANTES;104;2016;3;1
SALUD Y COSMETICA;104;2016;1;1
SALUD Y COSMETICA;104;2016;2;1
SALUD Y COSMETICA;104;2016;3;1
SUPERMERCADOS Y ALMACENES;104;2016;2;1
TRATAMIENTOS ESTETICOS;104;2016;1;1
TRATAMIENTOS ESTETICOS;104;2016;2;1
VETERINARIA;104;2016;3;1
BARES Y CAFES;103;2016;1;1
BARES Y CAFES;103;2016;2;1
BARES Y CAFES;103;2016;3;1
CARNES Y VERDURAS;103;2016;1;1
CARNES Y VERDURAS;103;2016;2;1
COMIDA AL PASO;103;2016;2;1
COMIDA AL PASO;103;2016;3;1
FERRETERIA Y CONSTRUCCION;103;2016;1;1
FERRETERIA Y CONSTRUCCION;103;2016;2;1
FERRETERIA Y CONSTRUCCION;103;2016;3;1
FIAMBRERIAS Y DIETETICAS;103;2016;1;1
FIAMBRERIAS Y DIETETICAS;103;2016;2;1
FIAMBRERIAS Y DIETETICAS;103;2016;3;1
HELADERIAS;103;2016;1;1
INDUMENTARIA;103;2016;1;1
INDUMENTARIA;103;2016;2;1
INDUMENTARIA;103;2016;3;1
INSUMOS PARA EL HOGAR;103;2016;1;1
INSUMOS PARA EL HOGAR;103;2016;2;1
KIOSCOS Y LOTERIAS;103;2016;1;1
KIOSCOS Y LOTERIAS;103;2016;3;1
MUSICA Y LIBRERIA;103;2016;2;1
MUSICA Y LIBRERIA;103;2016;3;1
OPTICA Y JOYERIAS;103;2016;1;1
OPTICA Y JOYERIAS;103;2016;2;1
OPTICA Y JOYERIAS;103;2016;3;1
PANADERIAS;103;2016;3;1
RESTAURANTES;103;2016;2;1
SALUD Y COSMETICA;103;2016;1;2
SALUD Y COSMETICA;103;2016;2;2
SALUD Y COSMETICA;103;2016;3;1
SUPERMERCADOS Y ALMACENES;103;2016;1;1
SUPERMERCADOS Y ALMACENES;103;2016;2;1
SUPERMERCADOS Y ALMACENES;103;2016;3;1
TRATAMIENTOS ESTETICOS;103;2016;1;1
TRATAMIENTOS ESTETICOS;103;2016;2;1
TRATAMIENTOS ESTETICOS;103;2016;3;1
CARNES Y VERDURAS;102;2016;1;1
CARNES Y VERDURAS;102;2016;2;1
CARNES Y VERDURAS;102;2016;3;1
COMIDA AL PASO;102;2016;1;1
COMIDA AL PASO;102;2016;2;1
COMIDA AL PASO;102;2016;3;1
FERRETERIA Y CONSTRUCCION;102;2016;1;1
FERRETERIA Y CONSTRUCCION;102;2016;2;1
FERRETERIA Y CONSTRUCCION;102;2016;3;1
INDUMENTARIA;102;2016;1;1
INDUMENTARIA;102;2016;2;1
INDUMENTARIA;102;2016;3;1
INSTITUCIONES DEPORTIVAS;102;2016;2;1
INSUMOS PARA EL HOGAR;102;2016;1;1
INSUMOS PARA EL HOGAR;102;2016;2;1
INSUMOS PARA EL HOGAR;102;2016;3;1
KIOSCOS Y LOTERIAS;102;2016;1;1
KIOSCOS Y LOTERIAS;102;2016;3;1
MUSICA Y LIBRERIA;102;2016;1;1
MUSICA Y LIBRERIA;102;2016;2;1
MUSICA Y LIBRERIA;102;2016;3;1
OPTICA Y JOYERIAS;102;2016;2;2
OPTICA Y JOYERIAS;102;2016;3;1
PANADERIAS;102;2016;1;1
PANADERIAS;102;2016;3;1
SALUD Y COSMETICA;102;2016;1;2
SALUD Y COSMETICA;102;2016;2;2
SALUD Y COSMETICA;102;2016;3;1
SUPERMERCADOS Y ALMACENES;102;2016;1;1
SUPERMERCADOS Y ALMACENES;102;2016;2;1
SUPERMERCADOS Y ALMACENES;102;2016;3;1
TRATAMIENTOS ESTETICOS;102;2016;1;1
TRATAMIENTOS ESTETICOS;102;2016;3;1
CARNES Y VERDURAS;101;2016;1;1
CARNES Y VERDURAS;101;2016;2;1
CARNES Y VERDURAS;101;2016;3;1
COMIDA AL PASO;101;2016;1;1
FERRETERIA Y CONSTRUCCION;101;2016;1;1
FIAMBRERIAS Y DIETETICAS;101;2016;3;1
INDUMENTARIA;101;2016;1;1
INDUMENTARIA;101;2016;3;1
KIOSCOS Y LOTERIAS;101;2016;1;1
KIOSCOS Y LOTERIAS;101;2016;2;1
KIOSCOS Y LOTERIAS;101;2016;3;1
MUSICA Y LIBRERIA;101;2016;1;1
MUSICA Y LIBRERIA;101;2016;2;1
OPTICA Y JOYERIAS;101;2016;1;1
OPTICA Y JOYERIAS;101;2016;3;1
PANADERIAS;101;2016;3;1
RESTAURANTES;101;2016;3;1
SALUD Y COSMETICA;101;2016;1;1
SALUD Y COSMETICA;101;2016;2;1
SALUD Y COSMETICA;101;2016;3;1
SUPERMERCADOS Y ALMACENES;101;2016;1;1
SUPERMERCADOS Y ALMACENES;101;2016;2;1
TRATAMIENTOS ESTETICOS;101;2016;2;1
VETERINARIA;101;2016;2;1
VETERINARIA;101;2016;3;1
CARNES Y VERDURAS;100;2016;2;1
COMIDA AL PASO;100;2016;3;1
FERRETERIA Y CONSTRUCCION;100;2016;1;1
FERRETERIA Y CONSTRUCCION;100;2016;2;1
FIAMBRERIAS Y DIETETICAS;100;2016;2;1
INDUMENTARIA;100;2016;1;1
INDUMENTARIA;100;2016;2;1
INDUMENTARIA;100;2016;3;2
INSUMOS PARA EL HOGAR;100;2016;3;1
KIOSCOS Y LOTERIAS;100;2016;1;1
MUSICA Y LIBRERIA;100;2016;2;1
OPTICA Y JOYERIAS;100;2016;1;1
OPTICA Y JOYERIAS;100;2016;2;1
PANADERIAS;100;2016;2;1
RESTAURANTES;100;2016;1;1
RESTAURANTES;100;2016;2;1
SALUD Y COSMETICA;100;2016;2;1
VETERINARIA;100;2016;2;1
CARNES Y VERDURAS;99;2016;1;1
FERRETERIA Y CONSTRUCCION;99;2016;1;1
FIAMBRERIAS Y DIETETICAS;99;2016;2;1
FIAMBRERIAS Y DIETETICAS;99;2016;3;1
INDUMENTARIA;99;2016;1;1
INDUMENTARIA;99;2016;2;1
MUSICA Y LIBRERIA;99;2016;1;1
OPTICA Y JOYERIAS;99;2016;1;1
PANADERIAS;99;2016;1;1
SALUD Y COSMETICA;99;2016;1;1
SUPERMERCADOS Y ALMACENES;99;2016;1;1
SUPERMERCADOS Y ALMACENES;99;2016;2;1
SUPERMERCADOS Y ALMACENES;99;2016;3;1
TRATAMIENTOS ESTETICOS;99;2016;2;1
CARNES Y VERDURAS;98;2016;2;1
CARNES Y VERDURAS;98;2016;3;1
FERRETERIA Y CONSTRUCCION;98;2016;2;1
FIAMBRERIAS Y DIETETICAS;98;2016;1;1
INDUMENTARIA;98;2016;1;1
INDUMENTARIA;98;2016;2;1
INDUMENTARIA;98;2016;3;1
INSTITUCIONES DEPORTIVAS;98;2016;2;1
KIOSCOS Y LOTERIAS;98;2016;1;1
MUSICA Y LIBRERIA;98;2016;3;1
OPTICA Y JOYERIAS;98;2016;2;1
PANADERIAS;98;2016;1;1
SALUD Y COSMETICA;98;2016;1;1
SALUD Y COSMETICA;98;2016;2;1
SUPERMERCADOS Y ALMACENES;98;2016;1;1
SUPERMERCADOS Y ALMACENES;98;2016;3;1
CARNES Y VERDURAS;97;2016;2;1
COMIDA AL PASO;97;2016;3;1
FERRETERIA Y CONSTRUCCION;97;2016;2;1
FERRETERIA Y CONSTRUCCION;97;2016;3;1
FIAMBRERIAS Y DIETETICAS;97;2016;1;1
FIAMBRERIAS Y DIETETICAS;97;2016;3;1
HELADERIAS;97;2016;3;1
INDUMENTARIA;97;2016;1;1
INDUMENTARIA;97;2016;2;1
INDUMENTARIA;97;2016;3;1
INSTITUCIONES DEPORTIVAS;97;2016;3;1
INSUMOS PARA EL HOGAR;97;2016;2;1
OPTICA Y JOYERIAS;97;2016;2;1
SALUD Y COSMETICA;97;2016;3;1
SUPERMERCADOS Y ALMACENES;97;2016;1;1
SUPERMERCADOS Y ALMACENES;97;2016;2;1
BARES Y CAFES;96;2016;1;1
BARES Y CAFES;96;2016;2;1
BARES Y CAFES;96;2016;3;1
CARNES Y VERDURAS;96;2016;1;1
CARNES Y VERDURAS;96;2016;3;1
COMIDA AL PASO;96;2016;1;1
FERRETERIA Y CONSTRUCCION;96;2016;1;1
FERRETERIA Y CONSTRUCCION;96;2016;2;1
FIAMBRERIAS Y DIETETICAS;96;2016;2;1
FIAMBRERIAS Y DIETETICAS;96;2016;3;1
HELADERIAS;96;2016;1;1
INDUMENTARIA;96;2016;1;1
INDUMENTARIA;96;2016;2;1
INDUMENTARIA;96;2016;3;1
INSTITUCIONES DEPORTIVAS;96;2016;1;1
INSUMOS PARA EL HOGAR;96;2016;1;1
INSUMOS PARA EL HOGAR;96;2016;2;1
INSUMOS PARA EL HOGAR;96;2016;3;1
KIOSCOS Y LOTERIAS;96;2016;1;1
KIOSCOS Y LOTERIAS;96;2016;2;1
MUSICA Y LIBRERIA;96;2016;2;1
MUSICA Y LIBRERIA;96;2016;3;1
OPTICA Y JOYERIAS;96;2016;1;1
OPTICA Y JOYERIAS;96;2016;2;1
OPTICA Y JOYERIAS;96;2016;3;1
RESTAURANTES;96;2016;3;1
SALUD Y COSMETICA;96;2016;1;1
SALUD Y COSMETICA;96;2016;2;2
SALUD Y COSMETICA;96;2016;3;1
SUPERMERCADOS Y ALMACENES;96;2016;1;1
TRATAMIENTOS ESTETICOS;96;2016;1;1
TRATAMIENTOS ESTETICOS;96;2016;2;1
TRATAMIENTOS ESTETICOS;96;2016;3;1
VETERINARIA;96;2016;2;1
BARES Y CAFES;95;2016;1;1
BARES Y CAFES;95;2016;2;1
CARNES Y VERDURAS;95;2016;1;1
CARNES Y VERDURAS;95;2016;2;1
CARNES Y VERDURAS;95;2016;3;1
COMIDA AL PASO;95;2016;1;2
COMIDA AL PASO;95;2016;2;1
COMIDA AL PASO;95;2016;3;1
FERRETERIA Y CONSTRUCCION;95;2016;1;1
FERRETERIA Y CONSTRUCCION;95;2016;2;1
FIAMBRERIAS Y DIETETICAS;95;2016;1;1
HELADERIAS;95;2016;2;1
HELADERIAS;95;2016;3;1
INDUMENTARIA;95;2016;1;1
INDUMENTARIA;95;2016;2;1
INDUMENTARIA;95;2016;3;1
INSTITUCIONES DEPORTIVAS;95;2016;1;1
INSUMOS PARA EL HOGAR;95;2016;2;1
INSUMOS PARA EL HOGAR;95;2016;3;1
KIOSCOS Y LOTERIAS;95;2016;1;1
KIOSCOS Y LOTERIAS;95;2016;2;1
KIOSCOS Y LOTERIAS;95;2016;3;1
MUSICA Y LIBRERIA;95;2016;1;1
MUSICA Y LIBRERIA;95;2016;3;1
OPTICA Y JOYERIAS;95;2016;1;1
OPTICA Y JOYERIAS;95;2016;2;1
OPTICA Y JOYERIAS;95;2016;3;1
PANADERIAS;95;2016;1;1
RESTAURANTES;95;2016;1;1
RESTAURANTES;95;2016;2;1
RESTAURANTES;95;2016;3;1
SALUD Y COSMETICA;95;2016;1;1
SALUD Y COSMETICA;95;2016;2;1
SALUD Y COSMETICA;95;2016;3;1
SUPERMERCADOS Y ALMACENES;95;2016;1;1
SUPERMERCADOS Y ALMACENES;95;2016;2;1
SUPERMERCADOS Y ALMACENES;95;2016;3;1
TRATAMIENTOS ESTETICOS;95;2016;1;1
TRATAMIENTOS ESTETICOS;95;2016;2;1
TRATAMIENTOS ESTETICOS;95;2016;3;1
VETERINARIA;95;2016;3;1
BARES Y CAFES;94;2016;2;1
CARNES Y VERDURAS;94;2016;2;1
COMIDA AL PASO;94;2016;1;1
COMIDA AL PASO;94;2016;2;1
COMIDA AL PASO;94;2016;3;1
FERRETERIA Y CONSTRUCCION;94;2016;1;1
FERRETERIA Y CONSTRUCCION;94;2016;2;1
FERRETERIA Y CONSTRUCCION;94;2016;3;1
FIAMBRERIAS Y DIETETICAS;94;2016;1;1
FIAMBRERIAS Y DIETETICAS;94;2016;2;1
FIAMBRERIAS Y DIETETICAS;94;2016;3;1
INDUMENTARIA;94;2016;1;2
INDUMENTARIA;94;2016;2;2
INDUMENTARIA;94;2016;3;1
INSTITUCIONES DEPORTIVAS;94;2016;1;1
INSTITUCIONES DEPORTIVAS;94;2016;2;1
INSUMOS PARA EL HOGAR;94;2016;1;1
KIOSCOS Y LOTERIAS;94;2016;1;1
KIOSCOS Y LOTERIAS;94;2016;2;1
KIOSCOS Y LOTERIAS;94;2016;3;1
MUSICA Y LIBRERIA;94;2016;1;1
MUSICA Y LIBRERIA;94;2016;2;1
MUSICA Y LIBRERIA;94;2016;3;1
OPTICA Y JOYERIAS;94;2016;1;1
OPTICA Y JOYERIAS;94;2016;2;2
PANADERIAS;94;2016;1;1
RESTAURANTES;94;2016;1;1
RESTAURANTES;94;2016;2;1
RESTAURANTES;94;2016;3;1
SALUD Y COSMETICA;94;2016;1;1
SALUD Y COSMETICA;94;2016;2;1
SUPERMERCADOS Y ALMACENES;94;2016;2;1
SUPERMERCADOS Y ALMACENES;94;2016;3;1
TRATAMIENTOS ESTETICOS;94;2016;1;1
TRATAMIENTOS ESTETICOS;94;2016;2;1
COMIDA AL PASO;93;2016;3;1
FERRETERIA Y CONSTRUCCION;93;2016;1;1
INDUMENTARIA;93;2016;1;1
INSTITUCIONES DEPORTIVAS;93;2016;1;1
KIOSCOS Y LOTERIAS;93;2016;1;1
KIOSCOS Y LOTERIAS;93;2016;3;1
MUSICA Y LIBRERIA;93;2016;1;1
OPTICA Y JOYERIAS;93;2016;1;1
OPTICA Y JOYERIAS;93;2016;2;1
OPTICA Y JOYERIAS;93;2016;3;1
SALUD Y COSMETICA;93;2016;1;1
SUPERMERCADOS Y ALMACENES;93;2016;1;1
SUPERMERCADOS Y ALMACENES;93;2016;3;1
TRATAMIENTOS ESTETICOS;93;2016;3;1
COMIDA AL PASO;92;2016;2;1
COMIDA AL PASO;92;2016;3;1
FERRETERIA Y CONSTRUCCION;92;2016;3;1
FIAMBRERIAS Y DIETETICAS;92;2016;1;1
INDUMENTARIA;92;2016;1;1
INSTITUCIONES DEPORTIVAS;92;2016;2;1
KIOSCOS Y LOTERIAS;92;2016;2;1
MUSICA Y LIBRERIA;92;2016;1;1
MUSICA Y LIBRERIA;92;2016;3;1
OPTICA Y JOYERIAS;92;2016;1;1
OPTICA Y JOYERIAS;92;2016;2;1
PANADERIAS;92;2016;2;1
SALUD Y COSMETICA;92;2016;1;1
SALUD Y COSMETICA;92;2016;2;1
SUPERMERCADOS Y ALMACENES;92;2016;1;1
SUPERMERCADOS Y ALMACENES;92;2016;2;1
TRATAMIENTOS ESTETICOS;92;2016;1;1
TRATAMIENTOS ESTETICOS;92;2016;3;1
VETERINARIA;92;2016;3;1
CARNES Y VERDURAS;91;2016;2;1
CARNES Y VERDURAS;91;2016;3;1
FERRETERIA Y CONSTRUCCION;91;2016;3;1
FIAMBRERIAS Y DIETETICAS;91;2016;1;1
INDUMENTARIA;91;2016;1;1
INDUMENTARIA;91;2016;2;1
INDUMENTARIA;91;2016;3;1
INSTITUCIONES DEPORTIVAS;91;2016;1;1
KIOSCOS Y LOTERIAS;91;2016;3;1
MUSICA Y LIBRERIA;91;2016;1;1
MUSICA Y LIBRERIA;91;2016;2;1
OPTICA Y JOYERIAS;91;2016;2;1
OPTICA Y JOYERIAS;91;2016;3;1
RESTAURANTES;91;2016;1;1
SALUD Y COSMETICA;91;2016;1;1
SALUD Y COSMETICA;91;2016;3;1
SUPERMERCADOS Y ALMACENES;91;2016;1;1
SUPERMERCADOS Y ALMACENES;91;2016;2;1
TRATAMIENTOS ESTETICOS;91;2016;1;1
CARNES Y VERDURAS;90;2016;1;1
