,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,venta_total,Date
208364,555110,22548,HEADS AND TAILS SPORTING FUN,1,2011-05-31 14:34:00,1.25,17841.0,United Kingdom,1.25,2011-05-31
208894,555150,21990,MODERN FLORAL STATIONERY SET,1,2011-05-31 15:53:00,2.46,,United Kingdom,2.46,2011-05-31
209424,555240,22916,HERB MARKER THYME,1,2011-06-01 13:07:00,0.65,15039.0,United Kingdom,0.65,2011-06-01
209954,555275,84809A,WHITE CHRYSANTHEMUMS ART FLOWER,9,2011-06-01 17:18:00,2.1,,United Kingdom,18.900000000000002,2011-06-01
210484,555279,21714,CITRONELLA CANDLE GARDEN POT,6,2011-06-01 17:42:00,1.25,16348.0,United Kingdom,7.5,2011-06-01
211014,555340,21238,RED RETROSPOT CUP,16,2011-06-02 11:33:00,0.85,13334.0,United Kingdom,13.6,2011-06-02
211544,555383,23003,TRAVEL CARD WALLET VINTAGE ROSE ,8,2011-06-02 15:13:00,0.42,12517.0,Germany,3.36,2011-06-02
212074,555407,23227,FILIGREE HEART BUTTERFLY WHITE ,24,2011-06-03 07:48:00,1.25,12775.0,Netherlands,30.0,2011-06-03
212604,555498,82484,WOOD BLACK BOARD ANT WHITE FINISH,4,2011-06-03 15:07:00,7.95,13885.0,United Kingdom,31.8,2011-06-03
213134,555522,23174,REGENCY SUGAR BOWL GREEN,4,2011-06-05 11:29:00,4.15,15796.0,United Kingdom,16.6,2011-06-05
213664,555551,21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,6,2011-06-05 13:32:00,2.95,14696.0,United Kingdom,17.700000000000003,2011-06-05
214194,555568,23309,SET OF 60 I LOVE LONDON CAKE CASES ,3,2011-06-05 15:25:00,0.55,17589.0,United Kingdom,1.6500000000000001,2011-06-05
214724,555604,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2011-06-06 11:37:00,2.08,16612.0,United Kingdom,20.8,2011-06-06
215254,555651,22605,WOODEN CROQUET GARDEN SET,1,2011-06-06 14:02:00,14.95,17361.0,United Kingdom,14.95,2011-06-06
215784,555736,23231,WRAP DOILEY DESIGN,25,2011-06-07 09:13:00,0.42,17730.0,United Kingdom,10.5,2011-06-07
216314,555841,17003,BROCADE RING PURSE ,13,2011-06-07 12:47:00,0.29,14583.0,United Kingdom,3.7699999999999996,2011-06-07
216844,555855,15056BL,EDWARDIAN PARASOL BLACK,7,2011-06-07 13:56:00,5.95,15311.0,United Kingdom,41.65,2011-06-07
217374,555924,23145,ZINC T-LIGHT HOLDER STAR LARGE,2,2011-06-07 17:12:00,2.08,,United Kingdom,4.16,2011-06-07
217904,555943,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,12,2011-06-08 10:15:00,1.65,13520.0,Switzerland,19.799999999999997,2011-06-08
218434,556043,21912,VINTAGE SNAKES & LADDERS,2,2011-06-08 12:49:00,3.75,14078.0,United Kingdom,7.5,2011-06-08
218964,556080,20726,LUNCH BAG WOODLAND,18,2011-06-08 15:21:00,4.96,,United Kingdom,89.28,2011-06-08
219494,556095,22629,SPACEBOY LUNCH BOX ,1,2011-06-08 15:27:00,2.46,,United Kingdom,2.46,2011-06-08
220024,556112,22917,HERB MARKER ROSEMARY,12,2011-06-09 09:28:00,0.65,13265.0,United Kingdom,7.800000000000001,2011-06-09
220554,556199,21401,BLUE PUDDING SPOON,24,2011-06-09 12:40:00,0.12,16170.0,United Kingdom,2.88,2011-06-09
221084,556237,90214S,"LETTER ""S"" BLING KEY RING",1,2011-06-09 15:34:00,0.83,,United Kingdom,0.83,2011-06-09
221614,556259,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-06-09 17:53:00,2.95,12721.0,France,17.700000000000003,2011-06-09
222144,556341,21164,HOME SWEET HOME METAL SIGN ,6,2011-06-10 11:36:00,2.95,16614.0,United Kingdom,17.700000000000003,2011-06-10
222674,556443,23050,RECYCLED ACAPULCO MAT GREEN,12,2011-06-10 15:28:00,8.25,12712.0,Germany,99.0,2011-06-10
223204,556474,82486,WOOD S/3 CABINET ANT WHITE FINISH,1,2011-06-12 12:01:00,8.95,16007.0,United Kingdom,8.95,2011-06-12
223734,556489,22789,T-LIGHT HOLDER SWEETHEART HANGING,3,2011-06-12 13:59:00,1.95,14704.0,United Kingdom,5.85,2011-06-12
224264,556512,23205,CHARLOTTE BAG VINTAGE ALPHABET ,10,2011-06-13 10:44:00,0.85,14688.0,United Kingdom,8.5,2011-06-13
224794,556576,85169C,EAU DE NIL LOVE BIRD CANDLE,8,2011-06-13 13:55:00,1.25,14606.0,United Kingdom,10.0,2011-06-13
225324,556670,20974,12 PENCILS SMALL TUBE SKULL,96,2011-06-13 16:29:00,0.65,15838.0,United Kingdom,62.400000000000006,2011-06-13
225854,556734,22509,SEWING BOX RETROSPOT DESIGN ,1,2011-06-14 12:00:00,16.95,13476.0,United Kingdom,16.95,2011-06-14
226384,C556793,22697,GREEN REGENCY TEACUP AND SAUCER,-1,2011-06-14 13:54:00,2.95,12818.0,Austria,-2.95,2011-06-14
226914,556813,84596L,BISCUITS SMALL BOWL LIGHT BLUE,1,2011-06-14 17:28:00,0.83,,United Kingdom,0.83,2011-06-14
227444,556876,21374,MIRRORED WALL ART SKULLS,1,2011-06-15 11:56:00,1.25,16241.0,United Kingdom,1.25,2011-06-15
227974,556912,20725,LUNCH BAG RED RETROSPOT,1,2011-06-15 13:26:00,1.65,15005.0,United Kingdom,1.65,2011-06-15
228504,556932,82581,TOILET METAL SIGN,1,2011-06-15 15:41:00,1.25,,United Kingdom,1.25,2011-06-15
229034,557008,22983,CARD BILLBOARD FONT,12,2011-06-16 11:38:00,0.42,16729.0,United Kingdom,5.04,2011-06-16
229564,557064,22916,HERB MARKER THYME,2,2011-06-16 15:07:00,0.65,13263.0,United Kingdom,1.3,2011-06-16
230094,557120,23012,GLASS APOTHECARY BOTTLE PERFUME,4,2011-06-16 17:12:00,3.95,15669.0,United Kingdom,15.8,2011-06-16
230624,557211,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,8,2011-06-17 11:49:00,2.1,15513.0,United Kingdom,16.8,2011-06-17
231154,557235,21121,SET/10 RED POLKADOT PARTY CANDLES,24,2011-06-17 14:45:00,1.25,17204.0,United Kingdom,30.0,2011-06-17
231684,557278,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-06-19 12:08:00,2.95,13089.0,United Kingdom,35.400000000000006,2011-06-19
232214,557310,21378,SMALL TALL CAMPHOR WOOD TOADSTOOL,6,2011-06-19 15:33:00,1.65,13240.0,United Kingdom,9.899999999999999,2011-06-19
232744,557328,23255,CHILDRENS CUTLERY CIRCUS PARADE,1,2011-06-20 09:53:00,4.15,14646.0,Netherlands,4.15,2011-06-20
233274,557466,21094,SET/6 RED SPOTTY PAPER PLATES,24,2011-06-20 13:08:00,0.85,13815.0,Germany,20.4,2011-06-20
233804,557492,47348A,FUSCHIA VOILE POINTY SHOE DEC,12,2011-06-20 15:08:00,0.39,13717.0,United Kingdom,4.68,2011-06-20
234343,557502,85131A,BEADED PEARL HEART WHITE ON STICK,1,2011-06-20 15:32:00,0.83,,United Kingdom,0.83,2011-06-20
234873,557614,23004,TRAVEL CARD WALLET PANTRY,96,2011-06-21 13:22:00,0.42,16394.0,United Kingdom,40.32,2011-06-21
235403,557639,21056,DOCTOR'S BAG SOFT TOY,1,2011-06-21 16:13:00,8.95,12933.0,United Kingdom,8.95,2011-06-21
235933,C557663,22726,ALARM CLOCK BAKELIKE GREEN,-9,2011-06-21 17:59:00,3.75,,EIRE,-33.75,2011-06-21
236463,557758,23321,SMALL WHITE HEART OF WICKER,3,2011-06-22 13:28:00,1.65,17585.0,United Kingdom,4.949999999999999,2011-06-22
236993,557795,48188,DOORMAT WELCOME PUPPIES,10,2011-06-23 09:14:00,6.75,13881.0,United Kingdom,67.5,2011-06-23
237523,557864,21500,PINK POLKADOT WRAP ,25,2011-06-23 12:19:00,0.42,15253.0,United Kingdom,10.5,2011-06-23
238053,557893,23198,PANTRY MAGNETIC  SHOPPING LIST,48,2011-06-23 14:12:00,1.25,15228.0,United Kingdom,60.0,2011-06-23
238583,C557947,22423,REGENCY CAKESTAND 3 TIER,-4,2011-06-23 16:15:00,10.95,13089.0,United Kingdom,-43.8,2011-06-23
239113,557976,22211,WOOD STAMP SET FLOWERS,2,2011-06-24 10:33:00,0.83,18118.0,United Kingdom,1.66,2011-06-24
239643,558066,21284,RETROSPOT CANDLE  SMALL,1,2011-06-24 15:45:00,3.29,,United Kingdom,3.29,2011-06-24
240173,558089,22423,REGENCY CAKESTAND 3 TIER,7,2011-06-26 12:36:00,12.75,13505.0,Switzerland,89.25,2011-06-26
240703,558113,21175,GIN + TONIC DIET METAL SIGN,12,2011-06-27 08:48:00,2.55,14911.0,EIRE,30.599999999999998,2011-06-27
241233,558195,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2011-06-27 12:32:00,1.65,17735.0,United Kingdom,16.5,2011-06-27
241763,558240,22699,ROSES REGENCY TEACUP AND SAUCER ,2,2011-06-27 15:27:00,5.79,,United Kingdom,11.58,2011-06-27
242293,558330,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2011-06-28 12:16:00,3.75,12748.0,United Kingdom,3.75,2011-06-28
242823,558371,82583,HOT BATHS METAL SIGN,15,2011-06-28 15:44:00,4.96,,United Kingdom,74.4,2011-06-28
243353,558452,21217,RED RETROSPOT ROUND CAKE TINS,1,2011-06-29 13:51:00,9.95,15208.0,United Kingdom,9.95,2011-06-29
243883,558475,21618,4 WILDFLOWER BOTANICAL CANDLES,6,2011-06-29 15:58:00,2.46,,United Kingdom,14.76,2011-06-29
244413,558526,22697,GREEN REGENCY TEACUP AND SAUCER,48,2011-06-30 11:01:00,2.55,17949.0,United Kingdom,122.39999999999999,2011-06-30
244943,558563,84836,ZINC METAL HEART DECORATION,12,2011-06-30 13:43:00,1.25,14561.0,United Kingdom,15.0,2011-06-30
245473,558614,84912A,PINK ROSE WASHBAG,1,2011-06-30 15:56:00,3.29,,United Kingdom,3.29,2011-06-30
246003,558643,22663,JUMBO BAG DOLLY GIRL DESIGN,10,2011-07-01 09:51:00,2.08,13534.0,United Kingdom,20.8,2011-07-01
246533,558705,47566,PARTY BUNTING,1,2011-07-01 12:52:00,4.95,12748.0,United Kingdom,4.95,2011-07-01
247063,558752,23132,SMALL IVORY HEART WALL ORGANISER,1,2011-07-03 11:40:00,5.75,16931.0,United Kingdom,5.75,2011-07-03
247593,558774,21523,DOORMAT FANCY FONT HOME SWEET HOME,1,2011-07-04 10:17:00,15.79,,United Kingdom,15.79,2011-07-04
248123,558777,85017B,ENVELOPE 50 BLOSSOM IMAGES,1,2011-07-04 10:23:00,0.83,,United Kingdom,0.83,2011-07-04
248653,558862,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2011-07-04 12:25:00,1.25,13901.0,United Kingdom,15.0,2011-07-04
249183,558888,84970S,HANGING HEART ZINC T-LIGHT HOLDER,6,2011-07-04 15:29:00,0.85,14056.0,United Kingdom,5.1,2011-07-04
249713,558906,22023,EMPIRE BIRTHDAY CARD,12,2011-07-04 16:35:00,0.42,15555.0,United Kingdom,5.04,2011-07-04
250243,559011,23092,LARGE ANTIQUE WHITE PHOTO FRAME,2,2011-07-05 12:50:00,7.9,17049.0,United Kingdom,15.8,2011-07-05
250773,559050,23121,PACK OF 6 COCKTAIL PARASOL STRAWS,288,2011-07-05 16:08:00,0.36,13694.0,United Kingdom,103.67999999999999,2011-07-05
251303,559052,22554,PLASTERS IN TIN WOODLAND ANIMALS,1,2011-07-05 16:53:00,3.29,,United Kingdom,3.29,2011-07-05
251833,559055,90200D,PINK SWEETHEART BRACELET,2,2011-07-05 17:09:00,4.15,,United Kingdom,8.3,2011-07-05
252363,559109,22233,JIGSAW RABBIT AND BIRDHOUSE,1,2011-07-06 11:52:00,0.59,15021.0,United Kingdom,0.59,2011-07-06
252893,559143,85049G,CHOCOLATE BOX RIBBONS ,1,2011-07-06 14:04:00,1.25,15581.0,United Kingdom,1.25,2011-07-06
253423,559163,21208,PASTEL COLOUR HONEYCOMB FAN,1,2011-07-06 16:33:00,3.29,,United Kingdom,3.29,2011-07-06
253953,559205,22178,VICTORIAN GLASS HANGING T-LIGHT,96,2011-07-07 11:10:00,1.06,18073.0,United Kingdom,101.76,2011-07-07
254483,559317,23093,SMALL PARISIENNE HEART PHOTO FRAME ,2,2011-07-07 14:03:00,2.49,17611.0,United Kingdom,4.98,2011-07-07
255013,559337,85132C,CHARLIE AND LOLA FIGURES TINS,2,2011-07-07 16:27:00,5.79,,United Kingdom,11.58,2011-07-07
255543,559356,23209,LUNCH BAG DOILEY PATTERN ,10,2011-07-07 18:29:00,1.65,15416.0,United Kingdom,16.5,2011-07-07
256073,559436,21642,ASSORTED TUTTI FRUTTI PEN,24,2011-07-08 12:18:00,0.29,15901.0,United Kingdom,6.959999999999999,2011-07-08
256603,559499,22355,CHARLOTTE BAG SUKI DESIGN,54,2011-07-08 14:22:00,2.46,,United Kingdom,132.84,2011-07-08
257133,559513,85014B,RED RETROSPOT UMBRELLA,1,2011-07-08 15:56:00,5.95,14534.0,United Kingdom,5.95,2011-07-08
257735,559542,82494L,WOODEN FRAME ANTIQUE WHITE ,2,2011-07-10 13:32:00,2.95,17126.0,United Kingdom,5.9,2011-07-10
258265,559557,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,12,2011-07-11 10:33:00,1.65,17444.0,Canada,19.799999999999997,2011-07-11
258795,559672,47559B,TEA TIME OVEN GLOVE,10,2011-07-11 14:04:00,1.25,14796.0,United Kingdom,12.5,2011-07-11
259325,559693,22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",1,2011-07-11 16:21:00,10.79,,United Kingdom,10.79,2011-07-11
259855,559746,21658,GLASS  BEURRE DISH,3,2011-07-12 11:16:00,3.95,16515.0,United Kingdom,11.850000000000001,2011-07-12
260385,559809,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,1,2011-07-12 14:57:00,0.85,16409.0,United Kingdom,0.85,2011-07-12
260915,559816,84828,JUNGLE POPSICLES ICE LOLLY MOULDS,1,2011-07-12 16:11:00,1.25,,United Kingdom,1.25,2011-07-12
261445,559863,20762,GREEN FERN SKETCHBOOK ,1,2011-07-13 10:33:00,3.75,15039.0,United Kingdom,3.75,2011-07-13
261975,559894,21992,VINTAGE PAISLEY STATIONERY SET,1,2011-07-13 12:06:00,1.25,14159.0,United Kingdom,1.25,2011-07-13
262505,559921,21064,BOOM BOX SPEAKER BOYS,1,2011-07-13 15:42:00,5.95,13667.0,United Kingdom,5.95,2011-07-13
263050,559933,20829,GLITTER HANGING BUTTERFLY STRING,1,2011-07-14 09:54:00,2.1,16719.0,United Kingdom,2.1,2011-07-14
263580,560018,22091,EMPIRE TISSUE BOX,1,2011-07-14 12:52:00,0.39,15987.0,United Kingdom,0.39,2011-07-14
264110,560079,22549,PICTURE DOMINOES,12,2011-07-14 16:12:00,1.45,15521.0,United Kingdom,17.4,2011-07-14
264640,560106,23239,SET OF 4 KNICK KNACK TINS POPPIES,6,2011-07-14 20:01:00,4.15,17554.0,United Kingdom,24.900000000000002,2011-07-14
265170,560209,21770,OPEN CLOSED METAL SIGN,1,2011-07-15 14:05:00,4.95,15004.0,United Kingdom,4.95,2011-07-15
265700,560225,23266,SET OF 3 WOODEN STOCKING DECORATION,1,2011-07-15 16:27:00,2.46,,United Kingdom,2.46,2011-07-15
266230,560248,22557,PLASTERS IN TIN VINTAGE PAISLEY ,2,2011-07-17 12:24:00,1.65,16255.0,United Kingdom,3.3,2011-07-17
266760,560270,22702,BLACK AND WHITE CAT BOWL,1,2011-07-17 14:42:00,2.1,16744.0,United Kingdom,2.1,2011-07-17
267290,560293,21166,COOK WITH WINE METAL SIGN ,1,2011-07-18 10:20:00,4.13,,United Kingdom,4.13,2011-07-18
267820,560362,23121,PACK OF 6 COCKTAIL PARASOL STRAWS,24,2011-07-18 11:59:00,0.42,13488.0,United Kingdom,10.08,2011-07-18
268350,560410,48138,DOORMAT UNION FLAG,2,2011-07-18 14:28:00,7.95,17213.0,United Kingdom,15.9,2011-07-18
268880,560434,22358,KINGS CHOICE TEA CADDY ,3,2011-07-18 15:56:00,2.46,,United Kingdom,7.38,2011-07-18
269410,560451,84402B,PURPLE DRESS JEWELLERY STAND,12,2011-07-19 09:50:00,0.79,14911.0,EIRE,9.48,2011-07-19
269940,560534,21892,TRADITIONAL WOODEN CATCH CUP GAME ,12,2011-07-19 12:10:00,1.25,14911.0,EIRE,15.0,2011-07-19
270470,560568,23245,SET OF 3 REGENCY CAKE TINS,4,2011-07-19 14:03:00,4.95,13895.0,United Kingdom,19.8,2011-07-19
271000,560604,22699,ROSES REGENCY TEACUP AND SAUCER ,24,2011-07-20 09:23:00,2.55,15251.0,United Kingdom,61.199999999999996,2011-07-20
271530,560700,23187,FRENCH STYLE STORAGE JAR BONBONS,12,2011-07-20 12:38:00,0.29,17229.0,United Kingdom,3.4799999999999995,2011-07-20
272060,560729,22333,RETROSPOT PARTY BAG + STICKER SET,48,2011-07-20 14:39:00,1.45,17511.0,United Kingdom,69.6,2011-07-20
272590,560772,85132C,CHARLIE AND LOLA FIGURES TINS,3,2011-07-20 16:12:00,5.79,,United Kingdom,17.37,2011-07-20
273120,560780,21936,RED RETROSPOT PICNIC BAG,1,2011-07-21 09:31:00,5.79,,United Kingdom,5.79,2011-07-21
273650,560853,23198,PANTRY MAGNETIC  SHOPPING LIST,1,2011-07-21 12:33:00,1.45,15311.0,United Kingdom,1.45,2011-07-21
274180,560891,22093,MOTORING TISSUE BOX,36,2011-07-21 17:02:00,0.39,15106.0,United Kingdom,14.040000000000001,2011-07-21
274710,560926,20661,BLUE POLKADOT PURSE ,1,2011-07-22 09:20:00,2.46,,United Kingdom,2.46,2011-07-22
275240,560942,20725,LUNCH BAG RED RETROSPOT,2,2011-07-22 11:31:00,1.65,15005.0,United Kingdom,3.3,2011-07-22
275770,561009,22996,TRAVEL CARD WALLET VINTAGE TICKET,24,2011-07-22 16:03:00,0.42,15856.0,United Kingdom,10.08,2011-07-22
276300,561037,22037,ROBOT BIRTHDAY CARD,12,2011-07-24 11:55:00,0.42,12472.0,Germany,5.04,2011-07-24
276830,561077,23199,JUMBO BAG APPLES,10,2011-07-24 15:53:00,2.08,17649.0,United Kingdom,20.8,2011-07-24
277360,561105,22385,JUMBO BAG SPACEBOY DESIGN,10,2011-07-25 11:36:00,2.08,15218.0,United Kingdom,20.8,2011-07-25
277890,561195,84596G,SMALL CHOCOLATES PINK BOWL,16,2011-07-25 13:57:00,0.42,14796.0,United Kingdom,6.72,2011-07-25
278420,561214,23052,RECYCLED ACAPULCO MAT TURQUOISE,1,2011-07-25 17:00:00,16.63,,United Kingdom,16.63,2011-07-25
278950,561220,22432,WATERING CAN PINK BUNNY,6,2011-07-26 09:20:00,1.95,17734.0,United Kingdom,11.7,2011-07-26
279480,561325,21395,BLUE POLKADOT BEAKER ,6,2011-07-26 13:46:00,0.39,17596.0,United Kingdom,2.34,2011-07-26
280010,561371,22470,HEART OF WICKER LARGE,3,2011-07-26 16:25:00,5.79,,United Kingdom,17.37,2011-07-26
280540,561466,22436,12 COLOURED PARTY BALLOONS,20,2011-07-27 12:50:00,0.65,17243.0,United Kingdom,13.0,2011-07-27
281070,561513,22156,HEART DECORATION WITH PEARLS ,1,2011-07-27 15:12:00,1.63,,United Kingdom,1.63,2011-07-27
281600,561544,23292,SPACEBOY CHILDRENS CUP,8,2011-07-28 10:14:00,1.25,16170.0,United Kingdom,10.0,2011-07-28
282130,561626,22537,MAGIC DRAWING SLATE DINOSAUR,2,2011-07-28 14:03:00,0.42,14898.0,United Kingdom,0.84,2011-07-28
282660,561653,21158,MOODY GIRL DOOR HANGER ,24,2011-07-28 15:55:00,0.39,14002.0,United Kingdom,9.36,2011-07-28
283324,561710,22762,CUPBOARD 3 DRAWER MA CAMPAGNE,1,2011-07-29 11:45:00,14.95,13827.0,United Kingdom,14.95,2011-07-29
283854,561808,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-07-29 15:11:00,0.85,13534.0,United Kingdom,8.5,2011-07-29
284384,561870,22182,CAKE STAND VICTORIAN FILIGREE SMALL,4,2011-07-31 11:45:00,4.95,14911.0,EIRE,19.8,2011-07-31
284914,561893,22378,WALL TIDY RETROSPOT ,2,2011-07-31 14:39:00,2.1,12942.0,United Kingdom,4.2,2011-07-31
285444,561906,21035,SET/2 RED RETROSPOT TEA TOWELS ,6,2011-08-01 10:03:00,3.25,12921.0,United Kingdom,19.5,2011-08-01
285974,561968,23337,EGG FRYING PAN MINT ,2,2011-08-01 13:29:00,2.08,16332.0,United Kingdom,4.16,2011-08-01
286504,562031,23151,ZINC SWEETHEART SOAP DISH,4,2011-08-01 17:37:00,2.49,16984.0,United Kingdom,9.96,2011-08-01
287034,562046,22602,RETROSPOT WOODEN HEART DECORATION,12,2011-08-02 10:34:00,0.85,12378.0,Switzerland,10.2,2011-08-02
287564,562106,21985,PACK OF 12 HEARTS DESIGN TISSUES ,3,2011-08-02 15:19:00,0.29,14076.0,United Kingdom,0.8699999999999999,2011-08-02
288094,562130,23231,WRAP DOILEY DESIGN,25,2011-08-03 09:13:00,0.42,12750.0,Poland,10.5,2011-08-03
288624,562200,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2011-08-03 12:21:00,2.95,17719.0,United Kingdom,17.700000000000003,2011-08-03
289154,C562223,22655,VINTAGE RED KITCHEN CABINET,-2,2011-08-03 14:34:00,125.0,15804.0,United Kingdom,-250.0,2011-08-03
289684,562276,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,6,2011-08-04 10:23:00,2.1,17735.0,United Kingdom,12.600000000000001,2011-08-04
290214,562370,22603,CHRISTMAS RETROSPOT TREE WOOD,12,2011-08-04 14:20:00,0.85,12626.0,Germany,10.2,2011-08-04
290744,562417,22607,WOODEN ROUNDERS GARDEN SET ,2,2011-08-04 16:32:00,16.63,,United Kingdom,33.26,2011-08-04
291274,562444,22382,LUNCH BAG SPACEBOY DESIGN ,3,2011-08-04 18:44:00,1.65,14713.0,United Kingdom,4.949999999999999,2011-08-04
291804,562519,20728,LUNCH BAG CARS BLUE,1,2011-08-05 12:37:00,1.65,16764.0,United Kingdom,1.65,2011-08-05
292334,562551,22080,RIBBON REEL POLKADOTS ,1,2011-08-05 16:19:00,1.65,17231.0,United Kingdom,1.65,2011-08-05
292864,562564,20727,LUNCH BAG  BLACK SKULL.,1,2011-08-07 10:43:00,1.65,15058.0,United Kingdom,1.65,2011-08-07
293394,562596,23209,LUNCH BAG DOILEY PATTERN ,10,2011-08-08 09:22:00,1.65,16145.0,United Kingdom,16.5,2011-08-08
293924,562670,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2011-08-08 13:42:00,0.85,14911.0,EIRE,10.2,2011-08-08
294454,562715,37340,MULTICOLOUR SPRING FLOWER MUG,12,2011-08-08 15:34:00,1.38,,United Kingdom,16.56,2011-08-08
294984,562733,22224,WHITE LOVEBIRD LANTERN,6,2011-08-09 10:20:00,2.95,14626.0,United Kingdom,17.700000000000003,2011-08-09
295514,562790,22704,WRAP RED APPLES ,50,2011-08-09 13:51:00,0.42,14646.0,Netherlands,21.0,2011-08-09
296044,562846,22151,PLACE SETTING WHITE HEART,3,2011-08-10 09:29:00,1.63,,United Kingdom,4.89,2011-08-10
296574,562922,22549,PICTURE DOMINOES,24,2011-08-10 14:26:00,1.45,12594.0,Italy,34.8,2011-08-10
297104,562933,23072,MARIE ANTOINETTE TRINKET BOX SILVER,1,2011-08-10 16:51:00,12.5,,United Kingdom,12.5,2011-08-10
297634,562955,23166,MEDIUM CERAMIC TOP STORAGE JAR,4,2011-08-11 10:14:00,2.46,,United Kingdom,9.84,2011-08-11
298164,562984,22754,SMALL RED BABUSHKA NOTEBOOK ,1,2011-08-11 11:45:00,0.85,17841.0,United Kingdom,0.85,2011-08-11
298694,563033,21670,BLUE SPOT CERAMIC DRAWER KNOB,6,2011-08-11 14:48:00,1.25,16928.0,United Kingdom,7.5,2011-08-11
299224,563093,22558,CLOTHES PEGS RETROSPOT PACK 24 ,1,2011-08-11 17:28:00,3.29,,United Kingdom,3.29,2011-08-11
299754,563168,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,2011-08-12 12:41:00,4.95,16045.0,United Kingdom,19.8,2011-08-12
300284,563195,23256,CHILDRENS CUTLERY SPACEBOY ,1,2011-08-12 16:36:00,8.29,,United Kingdom,8.29,2011-08-12
300814,563214,23322,LARGE WHITE HEART OF WICKER,4,2011-08-14 12:56:00,2.95,16370.0,United Kingdom,11.8,2011-08-14
301344,563256,23263,SET OF 3 WOODEN HEART DECORATIONS,12,2011-08-15 12:07:00,1.25,18143.0,United Kingdom,15.0,2011-08-15
301874,563358,82494L,WOODEN FRAME ANTIQUE WHITE ,12,2011-08-15 14:51:00,2.95,17858.0,United Kingdom,35.400000000000006,2011-08-15
302404,563429,22678,FRENCH BLUE METAL DOOR SIGN 3,10,2011-08-16 11:48:00,1.25,13999.0,United Kingdom,12.5,2011-08-16
302934,563498,85049C,ROMANTIC PINKS RIBBONS ,12,2011-08-16 16:17:00,1.25,17719.0,United Kingdom,15.0,2011-08-16
303464,563546,23147,SINGLE ANTIQUE ROSE HOOK IVORY,6,2011-08-17 12:24:00,1.45,16729.0,United Kingdom,8.7,2011-08-17
303994,563557,82600,NO SINGING METAL SIGN,12,2011-08-17 13:33:00,2.1,15786.0,United Kingdom,25.200000000000003,2011-08-17
304524,563580,84974,S/2 ZINC HEART DESIGN PLANTERS,1,2011-08-17 15:53:00,9.95,16706.0,United Kingdom,9.95,2011-08-17
305054,563621,20725,LUNCH BAG RED RETROSPOT,10,2011-08-18 10:10:00,1.65,13113.0,United Kingdom,16.5,2011-08-18
305584,563699,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,12,2011-08-18 13:47:00,4.95,13381.0,United Kingdom,59.400000000000006,2011-08-18
306114,563735,22616,PACK OF 12 LONDON TISSUES ,12,2011-08-18 18:15:00,0.29,16743.0,United Kingdom,3.4799999999999995,2011-08-18
306644,563830,21391,FRENCH LAVENDER SCENT HEART,24,2011-08-19 12:20:00,0.75,16638.0,United Kingdom,18.0,2011-08-19
307174,563909,20723,STRAWBERRY CHARLOTTE BAG,2,2011-08-21 12:36:00,0.85,15701.0,United Kingdom,1.7,2011-08-21
307704,563925,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,2,2011-08-21 14:42:00,2.89,13610.0,United Kingdom,5.78,2011-08-21
308234,563944,22356,CHARLOTTE BAG PINK POLKADOT,10,2011-08-22 10:08:00,0.85,17581.0,United Kingdom,8.5,2011-08-22
308771,564050,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,10,2011-08-22 13:32:00,2.08,17160.0,United Kingdom,20.8,2011-08-22
309317,564078,84997D,CHILDRENS CUTLERY POLKADOT PINK,12,2011-08-22 15:43:00,4.15,17083.0,United Kingdom,49.800000000000004,2011-08-22
309847,564141,22090,PAPER BUNTING RETROSPOT,2,2011-08-23 11:47:00,2.95,17841.0,United Kingdom,5.9,2011-08-23
310377,564181,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12,2011-08-23 14:53:00,1.65,13862.0,United Kingdom,19.799999999999997,2011-08-23
310907,564220,20684,,1,2011-08-24 09:34:00,0.0,,United Kingdom,0.0,2011-08-24
311437,564300,23010,CIRCUS PARADE BABY GIFT SET,1,2011-08-24 11:31:00,16.95,16723.0,United Kingdom,16.95,2011-08-24
311967,564335,21624,VINTAGE UNION JACK DOORSTOP,1,2011-08-24 14:23:00,5.95,15800.0,United Kingdom,5.95,2011-08-24
