,Unnamed: 0,operation,property_type,place_name,place_with_parent_names,country_name,state_name,geonames_id,lat-lon,lat,lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url,description,title,image_thumbnail
7701,7701,sell,PH,Villa General Mitre,|Argentina|Capital Federal|Villa General Mitre|,Argentina,Capital Federal,3427433.0,"-34.6154989,-58.4637207",-34.6154989,-58.4637207,102000.0,USD,1799739.0,102000.0,54.0,46.0,1888.888888888889,2217.391304347826,2.0,3.0,1800.0,http://www.properati.com.ar/15ytc_venta_ph_villa-general-mitre_gaona-avda-2662_balcon_lavadero_luminoso_placard_bertolotti,"3 AMBIENTES CON BALCON AL FRENTE, EN VENTA, EN VILLA GENERAL MITRE!!APTO CRÉDITO!!EN EXCELENTE UBICACION A 3 CUADRAS DE PLAZA IRLANDA, A 4 CUADRAS DE METROBUS, Y A METROS AV. BOYACA!!TODO EXTERNO Y LUMINOSO2 PISO POR ESCALERA, INGRESANDO POR UN COMODO HALL DE ENTRADA, LIVING COMEDOR CON SALIDA AL BALCÓN CORRIDO DE 8 X 1, DORMITORIO PRINCIPAL CON PLACARD Y 2DO DORMITORIO, TODO CON PISOS DE PARQUET, COCINA COMPLETA CON LAVADERO INCORPORADO, BAÑO COMPLETO CON VENTILACIÓN NATURAL.SUCURSAL V. CRESPO ()SUCURSAL ALMAGRO () deja constancia que las medidas son orientativas, las reales surgirán del título de propiedad respectivo""FOTOS DE CARÁCTER NO CONTRACTUAL. -  - EBERTOLOTTI",PH EN VENTA,https://thumbs4.properati.com/0/wNwH2h6xlyFHxvVA4djb82g5DHg=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/ber5605_2.jpg%3F1501534249
7702,7702,sell,PH,Flores,|Argentina|Capital Federal|Flores|,Argentina,Capital Federal,3433918.0,"-34.6154989,-58.4637207",-34.6154989,-58.4637207,102000.0,USD,1799739.0,102000.0,54.0,46.0,1888.888888888889,2217.391304347826,2.0,3.0,1800.0,http://www.properati.com.ar/15ytd_venta_ph_flores_gaona-avda-2662_balcon_lavadero_luminoso_placard_bertolotti,"3 AMBIENTES CON BALCON AL FRENTE, EN VENTA, EN FLORES!!APTO CRÉDITO!!EN EXCELENTE UBICACION A 3 CUADRAS DE PLAZA IRLANDA, A 4 CUADRAS DE METROBUS, Y A METROS AV. BOYACA!!TODO EXTERNO Y LUMINOSO2 PISO POR ESCALERA, INGRESANDO POR UN COMODO HALL DE ENTRADA, LIVING COMEDOR CON SALIDA AL BALCÓN CORRIDO DE 8 X 1, DORMITORIO PRINCIPAL CON PLACARD Y 2DO DORMITORIO, TODO CON PISOS DE PARQUET, COCINA COMPLETA CON LAVADERO INCORPORADO, BAÑO COMPLETO CON VENTILACIÓN NATURAL.SUCURSAL V. CRESPO ()SUCURSAL ALMAGRO () deja constancia que las medidas son orientativas, las reales surgirán del título de propiedad respectivo""FOTOS DE CARÁCTER NO CONTRACTUAL. -  - EBERTOLOTTI",PH EN VENTA,https://thumbs4.properati.com/8/wUZuE_sFU29WAXq2rUoBNabYGUo=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/ber5606_2.jpg%3F1501534249
7703,7703,sell,PH,Caballito,|Argentina|Capital Federal|Caballito|,Argentina,Capital Federal,3435874.0,"-34.6154989,-58.4637207",-34.6154989,-58.4637207,102000.0,USD,1799739.0,102000.0,54.0,46.0,1888.888888888889,2217.391304347826,2.0,3.0,1800.0,http://www.properati.com.ar/15yte_venta_ph_caballito_gaona-avda-2662_balcon_lavadero_luminoso_placard_bertolotti,"3 AMBIENTES CON BALCON AL FRENTE, EN VENTA, EN CABALLITO!!APTO CRÉDITO!!EN EXCELENTE UBICACION A 3 CUADRAS DE PLAZA IRLANDA, A 4 CUADRAS DE METROBUS, Y A METROS AV. BOYACA!!TODO EXTERNO Y LUMINOSO2 PISO POR ESCALERA, INGRESANDO POR UN COMODO HALL DE ENTRADA, LIVING COMEDOR CON SALIDA AL BALCÓN CORRIDO DE 8 X 1, DORMITORIO PRINCIPAL CON PLACARD Y 2DO DORMITORIO, TODO CON PISOS DE PARQUET, COCINA COMPLETA CON LAVADERO INCORPORADO, BAÑO COMPLETO CON VENTILACIÓN NATURAL.SUCURSAL V. CRESPO ()SUCURSAL ALMAGRO () deja constancia que las medidas son orientativas, las reales surgirán del título de propiedad respectivo""FOTOS DE CARÁCTER NO CONTRACTUAL. -  - EBERTOLOTTI",PH EN VENTA,https://thumbs4.properati.com/9/o01eiBVweciLtOYBhPjCf7nplYs=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/ber5607_2.jpg%3F1501534249
7704,7704,sell,apartment,Flores,|Argentina|Capital Federal|Flores|,Argentina,Capital Federal,3433918.0,"-34.6154989,-58.4637207",-34.6154989,-58.4637207,102000.0,USD,1799739.0,102000.0,54.0,46.0,1888.888888888889,2217.391304347826,2.0,3.0,1800.0,http://www.properati.com.ar/15ytf_venta_departamento_flores_gaona-avda-2662_balcon_lavadero_luminoso_placard_eduardo-bertolotti-propiedades,"3 AMBIENTES CON BALCÓN AL FRENTE, EN VENTA, EN FLORES!!APTO CRÉDITO!!EN EXCELENTE UBICACIÓN A 3 CUADRAS DE PLAZA IRLANDA, A 4 CUADRAS DE METROBUS, Y A METROS AV. BOYACA!!TODO EXTERNO Y LUMINOSO2 PISO POR ESCALERA, INGRESANDO POR UN CÓMODO HALL DE ENTRADA, LIVING COMEDOR CON SALIDA AL BALCÓN CORRIDO DE 8 X 1, DORMITORIO PRINCIPAL CON PLACARD Y 2DO DORMITORIO, TODO CON PISOS DE PARQUET, COCINA COMPLETA CON LAVADERO INCORPORADO, BAÑO COMPLETO CON VENTILACIÓN NATURAL.SUCURSAL ALMAGRO SUCURSAL VILLA CRESPO 4857- deja constancia que las medidas son orientativas, las reales surgirán del título de propiedad respectivo""FOTOS DE CARÁCTER NO CONTRACTUAL. -  - EBERTOLOTTI",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/6/sPf0dkiYBd_gheZ6pmk6vnRxtSA=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/btt5608_2.jpg%3F1501534249
7705,7705,sell,apartment,Caballito,|Argentina|Capital Federal|Caballito|,Argentina,Capital Federal,3435874.0,"-34.6154989,-58.4637207",-34.6154989,-58.4637207,102000.0,USD,1799739.0,102000.0,54.0,46.0,1888.888888888889,2217.391304347826,2.0,3.0,1800.0,http://www.properati.com.ar/15ytg_venta_departamento_caballito_gaona-avda-2662_balcon_lavadero_luminoso_placard_eduardo-bertolotti-propiedades,"3 AMBIENTES CON BALCÓN AL FRENTE, EN VENTA, EN FLORES!!APTO CRÉDITO!!EN EXCELENTE UBICACIÓN A 3 CUADRAS DE PLAZA IRLANDA, A 4 CUADRAS DE METROBUS, Y A METROS AV. BOYACA!!TODO EXTERNO Y LUMINOSO2 PISO POR ESCALERA, INGRESANDO POR UN CÓMODO HALL DE ENTRADA, LIVING COMEDOR CON SALIDA AL BALCÓN CORRIDO DE 8 X 1, DORMITORIO PRINCIPAL CON PLACARD Y 2DO DORMITORIO, TODO CON PISOS DE PARQUET, COCINA COMPLETA CON LAVADERO INCORPORADO, BAÑO COMPLETO CON VENTILACIÓN NATURAL.SUCURSAL ALMAGRO SUCURSAL VILLA CRESPO 4857- deja constancia que las medidas son orientativas, las reales surgirán del título de propiedad respectivo""FOTOS DE CARÁCTER NO CONTRACTUAL. -  - EBERTOLOTTI",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/8/D4pUSgzgjh3J_-aNjDwmyMoOs_A=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/BTT5609_2.jpg%3F1501534249
7706,7706,sell,apartment,Villa General Mitre,|Argentina|Capital Federal|Villa General Mitre|,Argentina,Capital Federal,3427433.0,"-34.6154989,-58.4637207",-34.6154989,-58.4637207,102000.0,USD,1799739.0,102000.0,54.0,46.0,1888.888888888889,2217.391304347826,2.0,3.0,1800.0,http://www.properati.com.ar/15yth_venta_departamento_villa-general-mitre_gaona-avda-2662_balcon_lavadero_luminoso_placard_eduardo-bertolotti-propiedades,"3 AMBIENTES CON BALCÓN AL FRENTE, EN VENTA, EN FLORES!!APTO CRÉDITO!!EN EXCELENTE UBICACIÓN A 3 CUADRAS DE PLAZA IRLANDA, A 4 CUADRAS DE METROBUS, Y A METROS AV. BOYACA!!TODO EXTERNO Y LUMINOSO2 PISO POR ESCALERA, INGRESANDO POR UN CÓMODO HALL DE ENTRADA, LIVING COMEDOR CON SALIDA AL BALCÓN CORRIDO DE 8 X 1, DORMITORIO PRINCIPAL CON PLACARD Y 2DO DORMITORIO, TODO CON PISOS DE PARQUET, COCINA COMPLETA CON LAVADERO INCORPORADO, BAÑO COMPLETO CON VENTILACIÓN NATURAL.SUCURSAL ALMAGRO SUCURSAL VILLA CRESPO 4857- deja constancia que las medidas son orientativas, las reales surgirán del título de propiedad respectivo""FOTOS DE CARÁCTER NO CONTRACTUAL. -  - EBERTOLOTTI",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/1/qGWWcB7_Dkw79pOtwfBL4P_5qlc=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/BTT5610_2.jpg%3F1501534250
7707,7707,sell,PH,Flores,|Argentina|Capital Federal|Flores|,Argentina,Capital Federal,3433918.0,"-34.6154989,-58.4637207",-34.6154989,-58.4637207,102000.0,USD,1799739.0,102000.0,54.0,46.0,1888.888888888889,2217.391304347826,2.0,3.0,1800.0,http://www.properati.com.ar/15yti_venta_ph_flores_gaona-avda-2662_balcon_lavadero_luminoso_placard_eduardo-bertolotti-propiedades,"3 AMBIENTES CON BALCÓN AL FRENTE, EN VENTA, EN FLORES!!APTO CRÉDITO!!EN EXCELENTE UBICACIÓN A 3 CUADRAS DE PLAZA IRLANDA, A 4 CUADRAS DE METROBUS, Y A METROS AV. BOYACA!!TODO EXTERNO Y LUMINOSO2 PISO POR ESCALERA, INGRESANDO POR UN CÓMODO HALL DE ENTRADA, LIVING COMEDOR CON SALIDA AL BALCÓN CORRIDO DE 8 X 1, DORMITORIO PRINCIPAL CON PLACARD Y 2DO DORMITORIO, TODO CON PISOS DE PARQUET, COCINA COMPLETA CON LAVADERO INCORPORADO, BAÑO COMPLETO CON VENTILACIÓN NATURAL.SUCURSAL ALMAGRO SUCURSAL VILLA CRESPO 4857- deja constancia que las medidas son orientativas, las reales surgirán del título de propiedad respectivo""FOTOS DE CARÁCTER NO CONTRACTUAL. -  - EBERTOLOTTI",PH EN VENTA,https://thumbs4.properati.com/7/mEo5Vd7W7n6mA4ffOsimKgAn7zM=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/btt5611_2.jpg%3F1501534250
7708,7708,sell,PH,Caballito,|Argentina|Capital Federal|Caballito|,Argentina,Capital Federal,3435874.0,"-34.6154989,-58.4637207",-34.6154989,-58.4637207,102000.0,USD,1799739.0,102000.0,54.0,46.0,1888.888888888889,2217.391304347826,2.0,3.0,1800.0,http://www.properati.com.ar/15ytj_venta_ph_caballito_gaona-avda-2662_balcon_lavadero_luminoso_placard_eduardo-bertolotti-propiedades,"3 AMBIENTES CON BALCÓN AL FRENTE, EN VENTA, EN FLORES!!APTO CRÉDITO!!EN EXCELENTE UBICACIÓN A 3 CUADRAS DE PLAZA IRLANDA, A 4 CUADRAS DE METROBUS, Y A METROS AV. BOYACA!!TODO EXTERNO Y LUMINOSO2 PISO POR ESCALERA, INGRESANDO POR UN CÓMODO HALL DE ENTRADA, LIVING COMEDOR CON SALIDA AL BALCÓN CORRIDO DE 8 X 1, DORMITORIO PRINCIPAL CON PLACARD Y 2DO DORMITORIO, TODO CON PISOS DE PARQUET, COCINA COMPLETA CON LAVADERO INCORPORADO, BAÑO COMPLETO CON VENTILACIÓN NATURAL.SUCURSAL ALMAGRO SUCURSAL VILLA CRESPO 4857- deja constancia que las medidas son orientativas, las reales surgirán del título de propiedad respectivo""FOTOS DE CARÁCTER NO CONTRACTUAL. -  - EBERTOLOTTI",PH EN VENTA,https://thumbs4.properati.com/8/kJph1RysBTZuBj3Pw_khWgx16LE=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/btt5612_2.jpg%3F1501534250
7709,7709,sell,PH,Villa General Mitre,|Argentina|Capital Federal|Villa General Mitre|,Argentina,Capital Federal,3427433.0,"-34.6154989,-58.4637207",-34.6154989,-58.4637207,102000.0,USD,1799739.0,102000.0,54.0,46.0,1888.888888888889,2217.391304347826,2.0,3.0,1800.0,http://www.properati.com.ar/15ytk_venta_ph_villa-general-mitre_gaona-avda-2662_balcon_lavadero_luminoso_placard_eduardo-bertolotti-propiedades,"3 AMBIENTES CON BALCÓN AL FRENTE, EN VENTA, EN FLORES!!APTO CRÉDITO!!EN EXCELENTE UBICACIÓN A 3 CUADRAS DE PLAZA IRLANDA, A 4 CUADRAS DE METROBUS, Y A METROS AV. BOYACA!!TODO EXTERNO Y LUMINOSO2 PISO POR ESCALERA, INGRESANDO POR UN CÓMODO HALL DE ENTRADA, LIVING COMEDOR CON SALIDA AL BALCÓN CORRIDO DE 8 X 1, DORMITORIO PRINCIPAL CON PLACARD Y 2DO DORMITORIO, TODO CON PISOS DE PARQUET, COCINA COMPLETA CON LAVADERO INCORPORADO, BAÑO COMPLETO CON VENTILACIÓN NATURAL.SUCURSAL ALMAGRO SUCURSAL VILLA CRESPO 4857- deja constancia que las medidas son orientativas, las reales surgirán del título de propiedad respectivo""FOTOS DE CARÁCTER NO CONTRACTUAL. -  - EBERTOLOTTI",PH EN VENTA,https://thumbs4.properati.com/2/uhgv9fahJbwtL4dUClN6huyl250=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/btt5613_2.jpg%3F1501534250
7718,7718,sell,apartment,Ramos Mejía,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,Argentina,Bs.As. G.B.A. Zona Oeste,3429617.0,"-34.639019,-58.560087",-34.639019,-58.560087,85000.0,USD,1499782.5,85000.0,50.0,50.0,1700.0,1700.0,4.0,2.0,1700.0,http://www.properati.com.ar/15yve_venta_departamento_ramos-mejia_escalada-46_lavadero_luminoso_placard_ricardo-maidana-empresa-inmobiliaria_4pi,"Venta de Departamento 2 AMBIENTES en Ramos Mejía, La Matanzaun departamento muy especial en un edificio también muy especial, antiguo, Torre, dos cuerpos, todos los ambientes a la calle, construcción de las de antes!!, dos ambientes muy amplios, entrada a pasillo, donde se distribuye la cocina (separada, con abertura y pasa platos de madera al comedor), cocina y comedor diario todo hecho a nuevo, pisos de cerámico, excelentes muebles de cocina, mesada de mármol con bacha de acero redonda. lavadero independiente y cubiertoliving comedor con pisos de parquet, muy luminoso excelente vista a los fondos y espacio abierto de las Torres Florencia.Dormitorio, amplio y muy luminoso, con pisos de parquet y placard con interiores, placard de recepción en distribuidor al baño completo con bañera, pisos y paredes de ceramica.Aire Acondicionadocalefacción individualSeguridad las 24 hs.expensas $1.700APTO CRÉDITO BANCARIO -  - RICARDO MAIDANA EMPRESA INMOBILIARIA",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/4/85yWhYzD8Hj5lqlQfPXuTdSrpEU=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/rm12050_2.jpg%3F1501535547
7721,7721,sell,apartment,Florida,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Florida|,Argentina,Bs.As. G.B.A. Zona Norte,3433908.0,"-34.5284073,-58.4930452",-34.5284073,-58.493045200000005,105000.0,USD,1852672.5,105000.0,38.0,38.0,2763.157894736842,2763.157894736842,1.0,2.0,800.0,http://www.properati.com.ar/15yw2_venta_departamento_florida_san-martin-av-2257_lavadero_lujoso_placard_guzzi-propiedades,"Departamento 2 AMBIENTES en Florida, Vicente LópezEdificio de categoría. Living comedor, cocina con lavadero integrado, dormitorio con placard, baño completo. Reciclado hace 10 años. Muy buen estado, excelente zona. SE VENDE CON RENTA, FINALIZA EN JULIO 2018. PRIMER AÑO: $ 5400. SEGUNDO AÑO: $  -  - LEANDRO A. GUZZI C.S.I MAT Nº  5614",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/4/xfOrw41_4Bi_HoQDk--Qyzakg4U=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/gzi403_2.jpg%3F1501535886
7733,7733,sell,apartment,Retiro,|Argentina|Capital Federal|Retiro|,Argentina,Capital Federal,3429576.0,"-34.5900213,-58.3828993",-34.5900213,-58.3828993,480000.0,USD,8469360.0,480000.0,110.0,110.0,4363.636363636364,4363.636363636364,27.0,3.0,7500.0,http://www.properati.com.ar/15yy0_venta_departamento_retiro_posadas-1120_baulera_suite_luminoso_vista_lujoso_dependencias_garage_amoblado_subte-linea-h_subte-linea-c_lounge-propiedades_bry,"Venta de Departamento 3 AMBIENTES en Retiro, Capital Federal-DESCRIPCIÓN:-DEPARTAMENTO AMOBLADO DE GRAN CATEGORIA UBICADO EN LA TORRE SUDAMERICA.-PISO 27 CON EXCELENTE VISTA AL RIO , A LA NUEVE DE JULIO Y A LA CIUDAD. -MUY LUMINOSO EN TODOS LOS AMBIENTES.-LIVING COMEDOR DIARIO.-2 DORMITORIOS CON GRANDES PLACARDS (FRENTES ESPEJADOS) ; LOS DOS EN SUITE.-COCINA.-DEPENDENCIA DE SERVICIO.-COCHERA FIJA.-BAULERA.-VIGILANCIA 25 HS.-EXCELENTE UBICACIÓN A METROS DE LA RECOVA Y EL FOUR SEASONS.-LAS EXPENSAS INCLUYEN LAS DE LA COCHERA. -  - LOUNGE PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/2/uxFVWlB7NwDwl6uiWdEbhnwWLmc=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/lou1032_2.jpg%3F1501538336
7734,7734,sell,apartment,Palermo,|Argentina|Capital Federal|Palermo|,Argentina,Capital Federal,3430234.0,"-34.5793434,-58.4244159",-34.5793434,-58.4244159,182000.0,USD,3211299.0,182000.0,80.0,74.0,2275.0,2459.45945945946,7.0,4.0,2200.0,http://www.properati.com.ar/15yya_venta_departamento_palermo_avenida-santa-fe-4500_balcon_lavadero_dependencias_subte-linea-d_quattro-real-state,"Venta de Departamento 4 AMBIENTES en Palermo, Capital FederalSemipiso de dos dormitorios y dependencia de servicio en 7º piso al contrafrente con balcón. Dormitorios con placards. Lavadero. Baño completo. Dependencia y baño de servicio. -  - QUATTRO REAL ESTATE",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/9/tVYgmg_wSiD0qBYHDsY5td-Ufhw=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/qua119_2.jpg%3F1501538358
9241,9241,sell,apartment,Villa Crespo,|Argentina|Capital Federal|Villa Crespo|,Argentina,Capital Federal,3427458.0,"-34.5967328,-58.4154715",-34.5967328,-58.4154715,280000.0,USD,4940460.0,280000.0,97.0,73.0,2886.59793814433,3835.616438356165,7.0,3.0,4500.0,http://www.properati.com.ar/163fg_venta_departamento_villa-crespo_jose-a-cabrera-3500_balcon_parrilla_sum_luminoso_vista_garage_aire-acondicionado_estrenar_nexo-propiedades_b76,"Excelente oportunidad de departamento 3 ambientes a estrenar con balcón aterrazado y parrilla propia, estratégicamente emplazado en la exclusiva zona de Palermo, con vista al frente, muy luminoso, el dpto tiene la superficie de un piso entero. Cuenta con  aire acondicionado, piso de porcellanato semipulido, cocina integrada con muebles bajo y sobre mesada, alacena en melamina, mesada de granito, anafe y horno eléctrico, agua caliente por termotanque individual, conexión propia para lavaropas, cochera opcional. Ameneties del edificio: SUM y Parrilla. Cercano a grandes centros comerciales y culturales de la ciudad. Rodeado de restaurantes, bares, teatros y universidades del país. Con fácil acceso a medios de transporte, a 2 cuadras de avenidas principales como Córdoba. Un gran lugar para vivir y trabajar (apto profesional).NO ES APTO CRÉ Tel: 47727333. -  - NEXO PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/9/_CxYBd8mbmoBlzqiNF71IEdXU2g=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/nxp817_2.jpg%3F1501537855
11837,11837,sell,apartment,San Bernardo,|Argentina|Buenos Aires Costa Atlántica|San Bernardo|,Argentina,Buenos Aires Costa Atlántica,3429228.0,"-36.6818113,-56.6784495",-36.68181129999999,-56.6784495,39000.0,USD,688135.5,39000.0,35.0,32.0,1114.2857142857142,1218.75,1.0,2.0,700.0,http://www.properati.com.ar/16h14_venta_departamento_san-bernardo_chiozza-3155_lavadero_parrilla_patio_luminoso_distefano-propiedades-casa-central,"Venta de Departamento 2 AMBIENTES, San BernardoDepartamento 2 ambientes, interno, primer piso por escalera ubicado en la Calle Chiozza al 3100, entre las Calles Hernandez y Gutierrez, a solo 100 metros del mar y 300 metros de la Avenida San Bernardo ( Lado Norte ).La propiedad consta de un estar COMEDOR, cocina separada, baño patio con parrilla y lavadero.Buen estado general tanto del complejo como el departamento,Se vende con muebles. Muy buena renta.ANTES U$S 41.000 AHORA U$S 39.000 OPORTUNIDAD!!!. -  - DISTEFANO SERVICIO INMOBILIARIO INTEGRAL",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/4/EnNrluJKWF8AcDI8UK4Mw_IeWQU=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/dit4255_2.jpg%3F1501532907
11840,11840,sell,apartment,San Bernardo,|Argentina|Buenos Aires Costa Atlántica|San Bernardo|,Argentina,Buenos Aires Costa Atlántica,3429228.0,"-36.6839237,-56.6771912",-36.6839237,-56.6771912,75000.0,USD,1323337.5,75000.0,62.0,46.0,1209.6774193548388,1630.4347826086953,1.0,3.0,1700.0,http://www.properati.com.ar/16h1b_venta_departamento_san-bernardo_costanera-2976_balcon_parrilla_quincho_vista_garage_placard_distefano-propiedades-casa-central,"Venta de Departamento 2 AMBIENTES, San BernardoHermoso departamento de 2 ambientes, ubicado en La Avenida Costanera al 2900, entre Hernandarias y Zuviria. Piso 1 al frente con vista frontal al mar. Esta propiedad consta de: Estar comedor con balcon frances vista frontal al mar,  ambiente dividido con habitacion pequeña con vista a cochera ( Atras ), Baño comodo y completo, cocina separada y dormitorio con placard con balcon amplio y corrido con vista al mar.Se vende con muebles, (retira juego de dormitorio principal). Muy buen estado general tanto el edificio como el departamento, gas natural conectado y cochera descubierta al frente con rejas.El edificio en su ultimo piso cuenta con Quincho con parrilla de uso propietarios, con encargado permanente todo el año. VISITELO NO SE LO PIERDA!!! -  - DISTEFANO SERVICIO INMOBILIARIO INTEGRAL",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/5/McbVeveqQMOVCHF3w47cC54guJo=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/dit4263_2.jpg%3F1501532907
11957,11957,sell,apartment,Recoleta,|Argentina|Capital Federal|Recoleta|,Argentina,Capital Federal,3429595.0,"-34.5879702,-58.3860038",-34.58797020000001,-58.3860038,480000.0,USD,8469360.0,480000.0,160.0,150.0,3000.0,3200.0,9.0,4.0,10230.0,http://www.properati.com.ar/16ihs_venta_departamento_recoleta_rodriguez-pena-2018_balcon_suite_toilette_dependencias_garage_subte-linea-h_fera-cancellieri-propiedades,"VENTA DE DEPARTAMENTO EN RECOLETA. PISO DE 160 M2 CON COCHERA FIJA. LIVING COMEDOR APAISADO, COCINA, TOILETTE, 3 DORMITORIOS, DOS BAÑOS (POSIBILIDAD DE SUITE). DEPENDENCIA DE SERVICIO. BALCÓN. -  - FERA CANCELLIERI PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/0/VJVfr32T7mLqfYxH8hzx14zjsBk=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/FRA1539_2.jpg%3F1501534193
11959,11959,sell,apartment,Almagro,|Argentina|Capital Federal|Almagro|,Argentina,Capital Federal,3436397.0,"-34.6045819776,-58.4244031387",-34.6045819776,-58.4244031387,195000.0,USD,3440677.5,195000.0,112.0,103.0,1741.071428571429,1893.2038834951456,3.0,4.0,4000.0,http://www.properati.com.ar/16iiv_venta_departamento_almagro_gascon-683_baulera_lavadero_toilette_luminoso_dependencias_placard_subte-linea-b_eduardo-bertolotti-propiedades,"4 AMBIENTES CON DEPENDENCIA EN VENTA EN ALMAGRO !!!Excelente ubicaciÃ³n a mts de Av. Corrientes y a 2 cuadras del Subte B (Est. Medrano)Semipiso al contrafrente, amplio living comedor con salida al balcÃ³n corrido, dormitorio principal tambiÃ©n con salida al balcÃ³n, 2do y 3er dormitorio con placard y ventilaciÃ³n al lateral, cocina completa con comedor diario, lavadero indepediente, depndencia de servicio con baÃ±o, toilette de recepciÃ³n y baÃ±o completo !Todos los ambientes externos excelente ventilaciÃ³n y MUY LUMINOSO !Agua caliente central y calefacciÃ³n individual Cómoda baulera en subsueloSe estan pagando extraordinarias de $500 aprox aparte para mejoras en el edificioSUCURSAL ALMAGRO ()SUCURSAL V.CRESPO () deja expresa constancia que los m2 indicados son aproximados, al igual que las medidas parciales e los ambientes, y el valor consignado de expensas mensuales estÃ¡ sujeto a variaciÃ³n y/o ajustes. Fotos de carÃ¡cter no contarctual"" -  - EBERTOLOTTI",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/0/h1Nd4MKNLP5Gh09GllHGU41wKec=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/btt2700_2.jpg%3F1501534222
